transcript	CDS_start
H05C05.2b.1	2964406
H05C05.2a.1	2965628
H05C05.3.1	2968932
H05L03.3.1	5904670
H05L03.3.2	5904670
H06H21.3.1	4810936
H06H21.6.1	4809487
H06H21.8a.1	4821074
H06H21.8b.1	4821074
H06H21.9.1	4827265
H06H21.10f.1	4846893
H06H21.10e.1	4846893
H06H21.10a.1	4841127
H06H21.10b.1	4841127
H06H21.10c.1	4841127
H06H21.10d.1	4846893
H06I04.1b.1	3091872
H06I04.1a.1	3091872
H06I04.1d.1	3094961
H06I04.1e.1	3098612
H06I04.1e.2	3098612
H06I04.1c.2	3098612
H06I04.1c.1	3098612
H06I04.3c.1	3070552
H06I04.3b.1	3070552
H06I04.3a.1	3070552
H06I04.5.1	3052916
H06I04.6a.1	3062833
H06I04.6a.2	3062833
H06I04.6b.1	3064322
H06I04.6b.2	3064322
H06I04.7.1	3059879
H09G03.1.1	3226352
H10D18.1.1	3815287
H10D18.2.1	3812596
H10D18.4.1	3811634
H10D18.5a.1	3831659
H10D18.5d.1	3820158
H10D18.5c.1	3820490
H10D18.5b.1	3827854
H10E21.1a.1	16807
H10E21.1b.1	15720
H10E21.2.2	4251
H10E21.2.1	4251
H10E21.4.1	19563
H10E21.5.1	23945
H11E01.1.1	1628137
H11E01.2.1	1621481
H11E01.3.1	1610308
H11L12.1.1	17711674
H12I13.1.1	6067166
H12I13.3.1	6073251
H12I13.6.1	6077935
H14A12.3.1	7463923
H14A12.5.1	7468089
H14E04.1.1	2402099
H14E04.2b.1	2376200
H14E04.2a.1	2376200
H14E04.2d.1	2376892
H14E04.2c.1	2376200
H14E04.3.1	2386579
H14N18.2.1	8932639
H14N18.3.1	8923089
H14N18.4d.1	8927637
H14N18.4c.2	8928938
H14N18.4c.1	8928938
H14N18.4b.1	8927637
H14N18.4a.1	8928938
H14N18.4d.2	8927637
H16O14.1e.1	6064380
H16O14.1b.1	6053799
H16O14.1c.1	6061625
H16O14.1a.1	6040976
H16O14.1d.1	6053799
H17B01.1b.1	1504754
H17B01.1a.1	1504568
H17B01.4a.1	1500326
H17B01.4b.1	1500326
H18N23.2a.1	17627968
H18N23.2c.1	17640743
H18N23.2b.1	17628246
H19M22.3b.1	2636587
H19M22.3c.1	2638513
H19M22.3a.1	2636587
H20E11.1a.1	6830234
H20E11.2.1	6827777
H20E11.3.1	6824894
H20J04.1.1	4355671
H20J04.2.1	4340151
H20J04.3.1	4335707
H20J04.4b.2	4329032
H20J04.4a.1	4329032
H20J04.4b.1	4329032
H20J04.5.1	4326720
H20J04.6.1	4323260
H20J04.7.1	4355317
H22D07.1.1	4454730
H22K11.2.1	6784434
H22K11.3.2	6783258
H22K11.3.1	6783258
H22K11.4b.1	6789068
H22K11.4a.1	6789527
H23L24.1.1	8718539
H23L24.2.1	8715623
H23L24.3a.1	8699030
H23L24.3b.1	8697737
H23L24.4.1	8705604
H23N18.1.1	4908887
H23N18.2.1	4906283
H23N18.3.1	4904000
H23N18.4.1	4901390
H23N18.5.1	4912380
H24G06.1e.1	9456286
H24G06.1f.1	9455229
H24G06.1g.1	9456286
H24G06.1a.1	9444234
H24G06.1b.1	9444234
H24G06.1d.1	9455229
H24K24.2c.1	921385
H24K24.2b.1	919717
H24K24.2a.1	917817
H24K24.2d.1	921623
H24K24.3a.1	911808
H24K24.3b.1	911808
H24K24.4e.1	910943
H24K24.4a.1	904968
H24K24.4c.1	909036
H24K24.4b.1	907552
H24K24.4a.2	904968
H24K24.4d.1	910654
H24O09.1a.1	719831
H24O09.1b.1	718687
H24O09.2.1	723827
H25P19.1.1	687715
H27M09.1.1	6851381
H27M09.2.1	6850424
H27M09.3.1	6847594
H27M09.5.1	6846952
H28G03.1b.1	5216845
H28G03.1a.1	5216393
H28G03.1c.1	5216393
H28G03.2a.1	5205824
H28G03.2c.3	5214389
H28G03.2c.2	5214389
H28G03.2c.1	5214389
H28G03.2b.1	5214268
H28G03.2a.2	5205824
H28G03.2b.2	5214268
H28G03.2c.4	5214389
H28G03.3.1	5222042
H31G24.1.1	4123481
H31G24.3.1	4116851
H32C10.1c.1	5937016
H32C10.1b.1	5934454
H32C10.1a.1	5934454
H32C10.3.1	5917373
H34C03.2a.1	6757343
H34C03.2b.1	6757343
H34I24.1.1	2847061
H34I24.2.1	2842171
H34P18.1b.1	6806354
H35B03.1.1	5725647
H35B03.1.2	5725647
H35B03.2c.1	5731671
H35B03.2d.1	5731545
H35N09.1.1	8607177
H35N09.2.1	8605015
H39E20.1.1	1396551
H41C03.1.1	5854550
H41C03.2.1	5852038
H41C03.3.3	5847746
H41C03.3.2	5847746
H41C03.3.1	5847746
H42K12.3.2	1311621
H42K12.3.1	1311621
H43E16.1a.1	6674317
H43E16.1b.1	6674317
H43I07.1a.1	4204763
H43I07.1c.1	4204763
H43I07.1b.1	4204763
H43I07.2.1	4199491
H43I07.3a.1	4195616
H43I07.3b.1	4197035
K01A2.1.1	326358
K01A2.4a.1	307545
K01A2.4b.1	308691
K01A2.5a.1	302415
K01A2.5b.1	303426
K01A2.6.1	299984
K01A2.8a.1	310697
K01A2.8d.1	312157
K01A2.8c.1	310388
K01A2.9.1	316907
K01A2.10b.1	321763
K01A2.10a.1	323095
K01A2.10b.2	321763
K01A2.11a.1	332511
K01A2.11d.1	332511
K01A2.11b.1	332511
K01A12.2.1	8618578
K01A12.3.1	8625190
K02A2.1.1	7435258
K02A2.3b.1	7434282
K02A2.3a.1	7431372
K02A2.5.1	7411904
K02A6.1.1	8219728
K02A6.2.1	8224902
K02A6.3b.2	8229568
K02A6.3b.1	8229568
K02A6.3a.1	8231824
K02A6.3b.3	8229568
K02B2.1.1	5941932
K02B2.3.1	5939213
K02B2.6.1	5962269
K02D7.1b.1	298280
K02D7.1a.2	294645
K02D7.1a.1	294645
K02D7.2.1	313697
K02D7.5.1	307537
K02D10.1b.1	8769548
K02D10.1c.2	8773145
K02D10.1c.3	8773145
K02D10.1c.1	8773145
K02D10.1b.2	8769548
K02D10.1a.1	8773145
K02D10.2.1	8771225
K02D10.3.1	8771951
K02D10.4.1	8780012
K02D10.5.1	8776266
K02E7.1.1	1083171
K02E7.4.1	1072406
K02E7.7.1	1055024
K02E7.9.1	1060748
K02E7.10.1	1066998
K02E7.11.1	1075505
K02E7.12.1	1071175
K02E7.12.2	1071175
K02E10.1.1	2496420
K02E10.4a.1	2483263
K02E10.4b.1	2483263
K02E10.5.1	2478765
K02E10.6.1	2482728
K02E10.7.1	2505157
K02E10.7.2	2505157
K02F2.2.2	6836485
K02F2.2.1	6836485
K02F2.3.1	6814530
K02F2.5.1	6810309
K02F3.2b.1	845861
K02F3.2a.1	845861
K02F3.4.1	834460
K02F3.4.2	834460
K02F3.5.1	823222
K02F3.6.1	832271
K02F3.6.2	832271
K02F3.8.1	839506
K02F3.9.1	841323
K02F3.10.1	852396
K02F3.12a.1	856575
K02F3.12b.1	856644
K02F3.12b.2	856644
K02F6.1.1	2553962
K02F6.3.1	2546289
K02F6.4.1	2538494
K02F6.5.1	2535417
K02F6.6.1	2531043
K02F6.7.1	2529244
K02F6.8.1	2534278
K02F6.9.1	2563677
K02G10.1.1	4707188
K02G10.3.1	4673807
K02G10.3.2	4673807
K02G10.5a.1	4691316
K02G10.5b.1	4691191
K02G10.5c.1	4691191
K02G10.5d.1	4691316
K02H8.1b.3	17001731
K02H8.1a.1	17001731
K02H8.1b.2	17001731
K02H8.1b.1	17001731
K02H8.1a.2	17001731
K02H8.1c.1	17001731
K02H8.1c.2	17001731
K02H8.1c.3	17001731
K02H11.4.1	1531259
K02H11.6.1	1534415
K02H11.9.1	1537058
K03A1.2b.1	7292138
K03A1.2a.1	7292138
K03A1.4b.1	7296483
K03A1.4a.1	7298741
K03B4.1.1	4689340
K03B4.2.1	4688007
K03B4.2.2	4688007
K03B4.4b.1	4683928
K03B4.4a.1	4683928
K03B4.6.1	4676145
K03B4.7b.1	4692411
K03B4.7a.1	4692411
K03C7.3.1	3829300
K03E5.1.1	3427228
K03E5.2d.1	3419679
K03E5.2a.1	3419679
K03E5.2c.2	3423883
K03E5.2c.1	3423883
K03E5.2b.1	3419679
K03E5.3b.1	3413185
K03E5.3a.1	3410025
K03E6.4.1	1069033
K03E6.7.1	1088102
K03H6.1.1	1523808
K03H6.2a.1	1510564
K03H6.2b.1	1514254
K03H6.2c.1	1510564
K03H6.4.1	1521324
K03H6.5b.1	1536398
K03H6.5a.1	1536398
K03H9.3.1	6423112
K04A8.1.2	6566576
K04A8.1.1	6566576
K04A8.5b.1	6550920
K04A8.5a.1	6550199
K04C2.2.2	6889775
K04C2.2.1	6889775
K04C2.3b.2	6873117
K04C2.3b.1	6873117
K04C2.3a.1	6873117
K04C2.5.1	6891604
K04E7.1.1	6462029
K04F1.7.1	1668533
K04F1.8b.1	1667324
K04F1.8a.1	1667204
K04F1.9a.1	1665253
K04F1.9b.1	1665643
K04F1.10.1	1662579
K04F1.12b.1	1655200
K04F1.12a.1	1655200
K04F1.13.1	1651345
K04F1.14b.1	1648331
K04F10.1.1	6365069
K04F10.2.1	6360844
K04F10.3b.1	6358675
K04F10.3a.1	6358675
K04F10.7.1	6366478
K04G7.1.2	7162754
K04G7.1.1	7162754
K04G7.4b.1	7158803
K04G7.4a.2	7158803
K04G7.4a.1	7158803
K04G7.11.1	7162115
K05B2.2b.2	4911210
K05B2.2b.1	4911210
K05B2.2a.1	4907292
K05B2.4.1	4920979
K05F1.1.1	5801650
K05F1.3.1	5794555
K05F1.5.1	5790737
K05F1.5.2	5790737
K05F1.6a.2	5782948
K05F1.6c.2	5782948
K05F1.6a.1	5782948
K05F1.6c.1	5782948
K05F1.8.1	5799635
K05F1.9.1	5801139
K05F1.10.1	5805462
K05F6.1.1	1568520
K05F6.2.1	1556449
K05F6.3.1	1550714
K05F6.4.1	1543500
K05F6.5.1	1538891
K05F6.6.1	1550553
K05F6.7.1	1556307
K05F6.8.1	1567746
K05F6.9.1	1571127
K05F6.10.1	1576115
K05G3.1.1	16501332
K05G3.2.1	16496654
K06A1.1.1	6454974
K06A1.2a.1	6444028
K06A1.2b.1	6444643
K06A1.3.1	6441429
K06A1.5.1	6453388
K06A1.6c.1	6471085
K06A1.6e.1	6463391
K06A1.6b.1	6469450
K06A1.6d.1	6466534
K06A1.6a.1	6467637
K06A5.1a.1	6474209
K06A5.1b.1	6473221
K06A5.1c.1	6475060
K06A5.2.1	6468182
K06A5.3.1	6466850
K06A5.4.1	6460991
K06A5.6.1	6465707
K06A5.6.2	6465707
K06A5.8a.2	6488918
K06A5.8b.3	6488918
K06A5.8a.1	6488918
K06A5.8b.1	6488918
K06A5.8d.1	6487085
K06A5.8b.2	6488918
K06A9.1c.1	1549447
K06A9.1a.1	1547509
K06A9.1b.1	1547509
K06A9.2.1	1536508
K06A9.3.1	1534780
K06B9.1.1	4197467
K06C4.1.1	8888930
K06C4.8.1	8907280
K06C4.9.1	8903044
K06C4.17.1	8899299
K06H6.1.1	588135
K06H6.2.1	585848
K06H6.3.1	581916
K06H6.4.1	579283
K06H6.5.1	576370
K06H7.1.1	8099327
K06H7.2.1	8093585
K06H7.3.2	8088540
K06H7.3.3	8088540
K06H7.3.1	8088540
K06H7.7.1	8085465
K06H7.8.1	8098152
K06H7.9.1	8091712
K07A3.3b.1	2599989
K07A9.3.1	1834631
K07B1.4a.1	9329009
K07B1.4b.1	9330250
K07B1.5.1	9333027
K07B1.6a.1	9344129
K07B1.6b.1	9344129
K07B1.6a.2	9344129
K07B1.7a.1	9346937
K07C6.2.1	3945353
K07C6.3.1	3942215
K07C6.4.1	3939127
K07C6.5.1	3936396
K07C11.3.1	8207236
K07C11.4.1	8203511
K07C11.5.1	8201808
K07C11.5.2	8201808
K07C11.7b.1	8209634
K07C11.7a.1	8210557
K07C11.7b.2	8209634
K07C11.8.1	8217700
K07C11.8.2	8217700
K07C11.9.1	8221204
K07C11.10.1	8226852
K07D4.2.1	4045496
K07D4.4.1	4032385
K07D4.5.1	4025557
K07D4.6.1	4018701
K07D4.7c.1	4007908
K07D4.7a.1	4004914
K07D4.7b.1	4012521
K07D4.7d.1	4011013
K07D4.9.1	4028580
K07E1.1.1	4551101
K07E1.1.2	4551101
K07E3.1.1	8110449
K07E3.2.1	8104308
K07E3.4a.1	8083346
K07E3.4b.1	8083903
K07E3.7c.1	8097185
K07E3.7a.1	8096395
K07E3.7a.2	8096395
K07E3.7b.1	8098715
K07E8.3.3	658702
K07E8.3.1	658702
K07E8.3.2	658702
K07E8.5.1	650964
K07E8.6a.1	639432
K07E8.7a.1	650351
K07E8.7b.1	650351
K07E8.7c.1	650091
K07E12.2.1	6737335
K07G6.1.1	1741548
K07H8.1.1	8294690
K07H8.2b.2	8291585
K07H8.2c.1	8292835
K07H8.2c.2	8292835
K07H8.2c.3	8292835
K07H8.2a.1	8291585
K07H8.2a.2	8291585
K07H8.2b.1	8291585
K07H8.5.1	8271071
K07H8.7.1	8259979
K07H8.8.1	8268348
K07H8.9.2	8286316
K07H8.9.1	8286316
K07H8.10.2	8289518
K07H8.10.1	8289518
K08A2.1.1	2998689
K08A2.1.2	2998689
K08A2.2.1	2991617
K08A2.4.1	2988312
K08B4.2.1	6076157
K08B4.3.1	6079945
K08B4.4.1	6083592
K08B5.1.1	16558444
K08B5.2.1	16553876
K08B12.1.1	6259471
K08B12.2b.1	6249286
K08B12.2a.1	6249286
K08B12.3.1	6235183
K08D9.2.1	3227796
K08D9.4b.1	3199096
K08D9.4a.1	3200413
K08D9.6.1	3234887
K08D10.7.2	4164779
K08D10.7.1	4164779
K08D10.8.1	4162522
K08D10.10.1	4154585
K08D10.11.1	4186199
K08D10.12b.1	4179390
K08D10.12a.1	4178463
K08D12.2.1	1711279
K08D12.3b.1	1710267
K08D12.3b.2	1710267
K08D12.3a.1	1710267
K08D12.4.1	1707297
K08D12.6.1	1720877
K08F11.1a.1	4724862
K08F11.1b.1	4725146
K08F11.3.2	4710393
K08F11.3.1	4710393
K08F11.5.1	4715806
K09B3.1b.1	3794796
K09B3.1a.1	3794796
K09B3.1c.1	3795752
W07G9.2c.1	3785346
W07G9.2b.1	3784358
W07G9.2a.1	3792209
K09C4.1a.1	3298910
K09C4.1b.1	3300936
K09C4.2.1	3296530
K09C4.4.1	3289485
K09C4.5.1	3282674
K09C4.6.1	3274757
K09C4.7.1	3272730
K09C4.9.1	3271773
K09C4.10.1	3280199
K09C6.2e.1	859239
K09C6.2e.2	859239
K09C6.3a.1	852487
K09C6.3b.1	852813
K09C6.4b.1	850121
K09C6.4a.1	849812
K09C6.5.1	847821
K09C6.7b.1	839073
K09C6.7a.1	838327
K09C6.8a.1	843218
K09C6.9.1	855064
K09D9.1.1	4025104
K09D9.2.1	4022649
K09D9.3.1	4019488
K09D9.9.1	3994139
K09E2.1.1	8681910
K09E2.2b.1	8678152
K09E2.2a.1	8673130
K09E2.3.1	8676674
K09E3.2.1	17117659
K09E3.5.1	17110625
K09E3.6.1	17115177
K09E3.7.1	17134492
K09E10.1a.1	12307820
K09E10.1b.1	12307820
K09E10.2b.2	12311606
K09E10.2b.1	12311606
K09E10.2a.1	12311606
K09F5.1.1	7739653
K09F5.4.1	7710716
K09F5.5.1	7736148
K09F6.3.1	2255205
K09F6.4.1	2265435
K09F6.5.1	2273384
K09F6.6.1	2279146
K09F6.7.1	2292127
K09F6.8.1	2296103
K09F6.9.1	2282699
K09F6.10.3	2288532
K09F6.10.1	2288532
K09F6.10.2	2288532
K09H9.1.1	3152835
K09H9.2.1	3148017
K09H9.2.2	3148017
K09H9.5.1	3143168
K09H9.7.1	3151979
K09H11.1.2	5747820
K09H11.1.1	5747820
K09H11.3.1	5717905
K09H11.4.1	5726545
K09H11.6.1	5735944
K09H11.7.1	5753532
K10B2.2a.1	6367004
K10B2.2a.2	6367004
K10B2.2b.1	6368116
K10B2.3a.2	6365777
K10B2.3b.1	6365777
K10B2.3a.1	6365777
K10B2.3b.2	6365777
K10B2.4.1	6360879
K10B2.5.1	6365279
K10B3.1b.1	3135505
K10B3.1a.1	3135505
K10B3.5.1	3106279
K10B3.6c.1	3110615
K10B3.6b.1	3110615
K10B3.6d.1	3110615
K10B3.6a.1	3110615
K10B4.1.1	135466
K10B4.2.1	117216
K10B4.3.1	121208
K10B4.4.1	125002
K10C2.1.1	6430473
K10C2.2.1	6433788
K10C2.3.1	6446606
K10C2.4.2	6448908
K10C2.4.1	6448908
K10C2.6.1	6451441
K10C2.7.1	6443433
K10C9.1.1	1075271
K10C9.3.1	1061597
K10C9.4a.1	1053014
K10C9.4b.1	1053014
K10C9.7.1	1067541
K10D2.1a.1	5191131
K10D2.1c.1	5193972
K10D2.2.1	5186016
K10D2.3.1	5173992
K10D2.4.1	5173446
K10D2.5.1	5172790
K10D2.7.1	5196062
K10F12.4b.2	381298
K10F12.4a.1	381298
K10F12.4b.1	381298
K10F12.6.1	399392
K10F12.7.1	382570
K10G6.2.1	3976290
K10G6.4.1	3974968
K11C4.1.1	6897025
K11C4.2.1	6895088
K11D12.4.1	5027716
K11D12.5.1	5030807
K11D12.6.1	5035158
K11D12.7.1	5036464
K11D12.7.2	5036464
K11D12.8.1	5040995
K11D12.9.1	5046168
K11D12.11.1	5038414
K11D12.12.1	5052273
K11G9.1.1	6676800
K11G9.2.1	6674268
K11G9.3.1	6669823
K11G9.5.1	6688485
K11G12.5.2	6725660
K11G12.5.1	6725660
K11G12.6b.1	6729657
K11G12.6a.1	6728643
K11H12.1.1	653402
K11H12.3.1	673480
K11H12.4.1	675873
K11H12.5.1	677616
K11H12.6a.1	667398
K11H12.6b.1	667398
K11H12.7.1	665525
K11H12.8d.1	658341
K11H12.8c.1	656637
K11H12.8b.1	655397
K11H12.8a.2	655397
K11H12.8a.1	655397
K11H12.9d.1	651363
K11H12.9b.1	649666
K11H12.9a.1	649666
K11H12.9c.1	649666
K12B6.1.1	6303799
K12B6.2a.1	6281422
K12B6.2b.1	6281422
K12B6.3.1	6279005
K12B6.4.1	6281136
K12C11.1a.1	1344692
K12C11.1b.1	1342582
K12C11.3a.1	1335395
K12C11.3c.1	1335395
K12C11.3b.1	1335395
K12D9.1.1	3014516
K12H4.2.1	8047713
K12H4.3.1	8046045
K12H4.4.1	8045035
K12H4.5.1	8044487
K12H4.6.1	8042875
K12H4.7a.1	8051040
K12H4.7a.2	8051040
K12H4.7b.1	8051040
K12H6.2.2	2814765
K12H6.2.1	2814765
K12H6.4.1	2824258
K12H6.5.1	2826598
K12H6.6a.1	2831220
K12H6.7.1	2836618
K12H6.8.1	2827897
K12H6.9.1	2824414
K12H6.11.1	2816976
K12H6.12.1	2808167
M01A10.1.1	5563915
M01A10.3.2	5550290
M01A10.3.1	5550290
M01B12.4c.1	3084837
M01B12.4b.1	3084837
M01B12.4a.1	3084837
M01B12.5a.1	3096206
M01B12.5a.2	3096206
M01D1.2b.1	1028987
M01D1.2a.1	1028987
M01D1.3.1	1024779
M01D1.7.1	1040564
M01D1.8.1	1042302
M01D1.9.1	1049821
M01D1.10.1	1044025
M01E10.3.1	2054449
M01E11.1.3	5582102
M01E11.1.2	5582102
M01E11.1.1	5582102
M01E11.2.1	5579666
M01E11.3.1	5573243
M01E11.4c.1	5570077
M01E11.4b.1	5570077
M01E11.4a.1	5570077
M01G4.1.1	6665374
M01G5.1.1	1496406
M01G5.3.1	1517993
M01H9.1.1	4487059
M01H9.2.1	4462047
M01H9.3d.2	4469841
M01H9.3d.1	4469841
M01H9.3e.1	4469841
M01H9.3b.1	4469841
M01H9.3a.1	4477058
M01H9.3c.1	4470741
M01H9.4h.1	4480491
M01H9.4a.1	4481671
M01H9.4d.1	4482604
M01H9.4e.1	4482604
M01H9.5.1	4465490
M02A10.1.1	706817
M02B7.1.2	3805552
M02B7.1.1	3805552
M02B7.2b.1	3803938
M02B7.2a.1	3803589
M02B7.4a.1	3803372
M02B7.4b.1	3803372
M02B7.5b.1	3815367
M02B7.5c.1	3815109
M02B7.5d.1	3813094
M02B7.5a.1	3819323
M02D8.1.1	8763909
M02D8.2.2	8739738
M02D8.2.1	8739738
M02D8.3.1	8737006
M02D8.4c.1	8750862
M02D8.4b.1	8750862
M02D8.4a.1	8750862
M02D8.5.1	8761552
M02D8.6.1	8731896
M02E1.1a.1	326115
M02E1.1b.2	326115
M02E1.1b.1	326115
M02E1.2.1	311263
M02F4.1.1	3030762
M02F4.2.1	3034140
M02F4.7.2	3031796
M02F4.7.1	3031796
M02H5.2.1	472889
M02H5.3.1	465757
M02H5.4a.1	462600
M02H5.4b.1	464487
M02H5.5.1	459797
M02H5.8b.1	450247
M02H5.8a.1	450020
M02H5.8b.2	450247
M02H5.12.1	468560
M03A1.3.1	4557789
M03A1.6a.1	4596582
M03A1.6a.2	4596582
M03A1.6b.1	4597962
M03A1.6d.1	4600001
M03A1.6e.1	4601340
M03A1.6f.1	4595492
M03A1.6c.1	4598852
M03A8.2.2	6809104
M03A8.2.1	6809104
M03A8.3.1	6800727
M03D4.3.1	6112372
M03D4.4b.1	6125192
M03D4.4a.1	6127295
M03E7.1.1	5623642
M03E7.2.1	5617711
M03E7.3.1	5615043
M03E7.4.1	5613151
M03E7.5.2	5619196
M03E7.5.1	5619196
M03E7.5.3	5619196
M03F4.4.1	4958067
M03F4.6.1	4969321
M03F4.7a.2	4970895
M03F4.7a.1	4970895
M03F4.7b.2	4970895
M03F4.7b.1	4970895
M03F8.1.1	5951435
M03F8.3b.1	5940033
M03F8.3a.1	5940033
M03F8.4.1	5930924
M03F8.5.1	5936769
M03F8.6a.1	5954840
M03F8.6b.1	5954840
M4.1b.1	3213772
M4.1a.1	3213772
M04F3.1.1	4770304
M04F3.1.2	4770304
M04F3.2.1	4765754
M04F3.3.1	4765140
M04F3.4b.2	4773024
M04F3.4b.1	4773024
M04F3.4a.1	4773024
M04F3.5a.1	4788313
M04F3.5b.1	4777716
M04G7.1.1	455852
M04G7.2a.1	460447
M04G7.2b.1	461029
M04G7.3a.1	481153
M04G7.3b.1	463872
M6.4.1	629188
M57.1.1	3533652
M57.2b.1	3532142
M57.2a.1	3527359
M57.2a.2	3527359
M60.2.2	8242323
M60.2.1	8242323
M60.4b.2	8232970
M60.4b.1	8232970
M60.4b.3	8232970
M60.4a.1	8236314
M60.6.1	8252254
M60.7.1	8261175
M70.1b.1	2245897
M70.1a.1	2245897
M70.2.1	2243060
M70.3b.1	2241562
M70.3a.1	2242393
M70.4b.3	2253301
M70.4a.1	2263660
M70.4a.2	2263660
M70.4b.1	2253301
M70.4b.2	2253301
M70.5.1	2275609
M116.1.1	8410578
M116.4.1	8406611
M116.5.1	8421008
M151.1.1	3641500
M151.2.1	3631135
M151.3.1	3627198
M151.4.1	3624198
M151.5.1	3639261
M151.6.1	3645427
M151.7.1	3622337
PAR2.1.1	8768314
PAR2.3a.2	8761048
PAR2.3a.1	8761048
PAR2.3b.1	8759894
PDB1.1c.1	7557336
PDB1.1b.1	7558377
PDB1.1a.1	7558978
R01B10.2.1	6041475
R01B10.3.1	6045043
R01B10.4.1	6047908
R01B10.5.1	6051231
R01B10.6.1	6053200
R01H2.1.1	7062880
R01H2.2.1	7056578
R01H2.3.2	7060580
R01H2.3.1	7060580
R01H2.4b.1	7063155
R01H2.4a.1	7064275
R01H2.5.1	7067440
R02C2.1.1	238188
R02C2.2.1	245846
R02C2.4b.1	257980
R02C2.4a.1	257980
R02C2.6.1	240344
R02C2.7.1	242566
R02D3.1b.1	245197
R02D3.1a.1	245197
R02D3.2.1	240589
R02D3.3b.1	225906
R02D3.3a.1	231773
R02D3.4c.1	234508
R02D3.4b.1	235933
R02D3.4a.1	237450
R02D3.5.1	240298
R02D3.7.1	255426
R02D3.8.1	257189
R02E4.1.1	4104521
R02E12.2b.1	4019306
R02E12.2a.1	4012230
R02E12.4.1	4005591
R02E12.5.1	3997381
R02E12.6.1	4008972
R02E12.6.2	4008972
R02E12.6.3	4008972
R02F2.1b.2	5501973
R02F2.1a.1	5501973
R02F2.1a.2	5501973
R02F2.1b.3	5501973
R02F2.1b.1	5501973
R02F2.1c.2	5501973
R02F2.1d.1	5504673
R02F2.1c.1	5501973
R02F2.1d.2	5504673
R02F2.1a.3	5501973
R02F2.2.1	5487642
R02F2.4.1	5484293
R02F2.4.2	5484293
R02F2.5.1	5479404
R02F2.6.1	5478924
R02F2.7.2	5483773
R02F2.7.1	5483773
R02F2.8.1	5495253
R02F2.9.1	5499232
R02F11.1.1	4801148
R02F11.2.1	4794687
R02F11.3b.1	4805939
R02F11.3a.1	4805939
R02F11.4.1	4818662
R03E9.2.1	6733243
R03E9.3d.1	6761696
R03E9.3c.1	6761696
R03E9.3b.1	6761696
R03E9.3a.1	6761696
R03G5.3.1	7800445
R03G5.5b.1	7799780
R03G5.5a.1	7799780
R03G5.6a.1	7809085
R03G5.6b.1	7809085
R03H4.1.1	9016930
R03H4.4.1	9015640
R03H4.5.1	9022051
R03H10.1.1	4180254
R03H10.2.1	4155775
R03H10.4.1	4168500
R03H10.5.1	4170608
R03H10.6.1	4173487
R03H10.7.1	4178927
R04A9.1.1	404897
R04A9.2.1	372254
R04A9.3.1	380568
R04A9.5.1	388791
R04A9.6.1	397567
R04B3.1.1	2471158
R04B3.2.1	2473584
R04B3.3.1	2475929
R04E5.2.1	8812190
R04E5.7.1	8797262
R04E5.8a.1	8806105
R04E5.8b.1	8803145
R04E5.8a.2	8806105
R04E5.9.1	8810993
R05C11.1.1	2066274
R05C11.2.1	2059111
R05C11.3.1	2084051
R05D3.2.1	8372270
R05D3.3.3	8364843
R05D3.3.2	8364843
R05D3.3.1	8364843
R05D3.5.1	8349121
R05D3.6.1	8350805
R05D3.8.1	8358264
R05D3.9.1	8368691
R05D3.11.1	8375300
R05D3.12b.1	8380957
R05D3.12c.1	8380957
R05D3.12d.2	8380957
R05D3.12d.1	8380957
R05D3.12a.1	8380957
R05D8.7.1	2763179
R05D8.9.1	2767503
R05D8.11.1	2780845
R05F9.1d.1	4905059
R05F9.1b.2	4905059
R05F9.1b.1	4905059
R05F9.1c.1	4909544
R05F9.1a.1	4908674
R05F9.6.1	4889443
R05F9.7.1	4886276
R05F9.9.1	4902099
R05F9.10.1	4903793
R05F9.11.1	4914215
R05F9.12.1	4925244
R05G6.1.1	7539699
R05G6.4.1	7513236
R05G6.5.1	7508583
R05G6.7.1	7507888
R05G6.9.1	7516227
R05G6.10c.1	7542535
R05G6.10b.1	7519554
R05G6.10e.1	7528637
R05G6.10a.1	7520329
R05G6.10d.1	7532740
R05G9.1.1	6503168
R05G9.2a.1	6497708
R05G9.2b.1	6498557
R05G9.3.1	6501518
R05G9R.1.1	6513983
R05G9R.1.2	6513983
R05H11.1.1	6795639
R05H11.2.1	6798461
R05H11.2.2	6798461
R05H11.2.3	6798461
R06A10.1b.1	1077522
R06A10.1a.1	1084630
R06A10.4.1	1095793
R06B10.2.1	978537
R06B10.3.1	1002727
R06B10.5.2	983261
R06B10.5.1	983261
R06B10.7.1	1001397
R07C3.1.1	944066
R07C3.2b.1	941814
R07C3.2a.1	941117
R07C3.3.1	938849
R07C3.4.1	933037
R07C3.5.1	931184
R07C3.6.1	923888
R07C3.7.1	916080
R07C3.8.1	913685
R07C3.9.1	912006
R07C3.10.1	909884
R07C3.11b.1	908691
R07C3.11a.1	909631
R07C3.12.1	922702
R07C3.13a.1	927404
R07C12.1.1	4152547
R07C12.3.1	4145084
R07E4.1b.1	5963401
R07E4.1a.1	5959115
R07E4.3.1	5953458
R07E4.5.1	5953170
R07G3.2.1	7608282
R07G3.3a.2	7599659
R07G3.3b.1	7599659
R07G3.3a.1	7599659
R07G3.5.1	7598743
R07G3.7b.2	7612971
R07G3.7b.1	7612971
R07G3.7a.1	7613681
R07G3.8.1	7620512
R08C7.1.1	4451876
