wormbaseID	CDS	name	start	end
WBGene00195552	C05D12.8		11398963	11399085
WBGene00195553	F15D3.10		11567483	11567557
WBGene00195554	T22E5.8		6402763	6403012
WBGene00195555	C27D11.2		7820111	7820166
WBGene00195556	K11G9.7		6683338	6683551
WBGene00195557	Y37E11B.12		3587544	3587691
WBGene00195558	C18A3.13		5724155	5724322
WBGene00195559	K07H8.14		8289712	8289860
WBGene00195560	T06G6.13		12727764	12727929
WBGene00195561	Y38A10A.8		6100735	6100884
WBGene00195562	F28F5.9		6826291	6826455
WBGene00195563	F19H6.8		12388544	12388692
WBGene00195564	ZC64.5		3854223	3854431
WBGene00195565	C48A7.5		7403583	7403731
WBGene00195566	ZC64.6		3875841	3876005
WBGene00195567	C23F12.6		9406949	9407066
WBGene00195568	F12D9.5		8650698	8650784
WBGene00195569	M117.9		11817151	11817288
WBGene00195570	W06F12.5		13732868	13732961
WBGene00195571	T24D8.10		2361993	2362049
WBGene00195572	T21B6.7		10934722	10934870
WBGene00195573	K08B5.4		16558939	16559033
WBGene00195574	ZC13.11		910342	910488
WBGene00195575	B0563.12		9133182	9133264
WBGene00195576	Y67D8C.13		3085591	3085960
WBGene00195577	C06E1.12		8588915	8589062
WBGene00195578	W10C8.7		2837984	2838050
WBGene00195579	C47G2.10		11268588	11268812
WBGene00195580	R07D5.3		15136565	15136686
WBGene00195581	F26C11.5		9901273	9901322
WBGene00195582	C06E8.6		6994161	6994303
WBGene00195583	R11B5.2		2513906	2514029
WBGene00195584	C34F6.13		11196015	11196156
WBGene00195585	T28D6.11		11353308	11353393
WBGene00195586	C34F11.10		5228053	5228193
WBGene00195587	R04F11.7		12326708	12326899
WBGene00195588	K08E5.7		10151983	10152103
WBGene00195589	Y116F11B.19		19827715	19827819
WBGene00195590	F43G9.14		8633299	8633403
WBGene00195591	R53.9		9968377	9968542
WBGene00195592	T02E1.10		8225890	8225954
WBGene00195593	C34E11.8		11816319	11816434
WBGene00195594	F31E8.7		6831872	6832154
WBGene00195595	C56E6.11		6522736	6522854
WBGene00195596	C15C6.5		12198600	12198685
WBGene00195597	Y73F8A.1161		15256342	15256411
WBGene00195598	T21D9.3		2097657	2097787
WBGene00195599	K08E5.8		10169613	10169741
WBGene00195600	K08H10.14		10019174	10019228
WBGene00195601	M176.13		9430362	9430429
WBGene00195602	T14B4.11		6725298	6725432
WBGene00195603	T04F8.10		11669699	11669804
WBGene00195604	T14B4.12		6718358	6718528
WBGene00195605	Y53C10A.16		11977177	11977276
WBGene00195606	T26E3.13		12674492	12674544
WBGene00195607	Y73F8A.1162		15398733	15398796
WBGene00195608	F56G4.8		11381622	11381692
WBGene00195609	Y41C4A.23		11720180	11720253
WBGene00195610	ZC123.5		815976	816026
WBGene00195611	K08D9.7		3205961	3206110
WBGene00195612	Y51H7C.16		1414991	1415041
WBGene00195613	T06D10.5		9089012	9089228
WBGene00195614	F48C5.4		11450290	11450361
WBGene00195615	Y106G6A.6		9942323	9942732
WBGene00195616	C49F8.5		13351110	13351321
WBGene00195617	C52B9.13		4296304	4296390
WBGene00195618	F37D6.7		10501122	10501264
WBGene00195619	C17C3.21		5559527	5559612
WBGene00195620	F59C12.6		16596003	16596071
WBGene00195621	F43H9.5		8026525	8026673
WBGene00195622	C50D2.11		104211	104435
WBGene00195623	Y54G2A.58		2890642	2890843
WBGene00195624	R31.4		11919723	11920034
WBGene00195625	Y58A7A.7		5084794	5084880
WBGene00195626	F13B12.12		10427545	10427691
WBGene00195627	R13A1.13		7212867	7213013
WBGene00195628	C48D1.10		13218247	13218387
WBGene00195629	C05G5.8		14744542	14744679
WBGene00195630	F26D11.14		7971425	7971617
WBGene00195631	F46F2.9		15276988	15277063
WBGene00195632	Y80E2A.1		4058693	4058839
WBGene00195633	F44C4.9		6623308	6623455
WBGene00195634	AC3.14		10393881	10394029
WBGene00195635	T27D12.7		11835399	11835461
WBGene00195636	ZK813.8		3438095	3438234
WBGene00195637	C10F3.9		5975365	5975459
WBGene00195638	W03G11.6		12088090	12088238
WBGene00195639	T03F7.10		11308758	11308979
WBGene00195640	Y59A8B.27		18037521	18037585
WBGene00195641	F58F12.5		6385465	6385597
WBGene00195642	R08B4.6		11132770	11132971
WBGene00195643	C01F1.7		4295465	4295590
WBGene00195644	Y57A10B.8		12362444	12362530
WBGene00195645	F25F8.5		4876143	4876275
WBGene00195646	T01C1.5		10713248	10713394
WBGene00195647	ZC487.6		6739765	6739914
WBGene00195648	W09B12.2		16363684	16363954
WBGene00195649	F10E9.13		8291333	8291392
WBGene00195650	F58F12.6		6395750	6395876
WBGene00195651	F07C3.11		9243400	9243549
WBGene00195652	K11H3.9		9861590	9861742
WBGene00195653	W10D9.7		466849	466905
WBGene00195654	Y73B6BL.271		6448080	6448229
WBGene00195655	F43D9.7		10516645	10516839
WBGene00195656	T01H3.6		7887845	7887968
WBGene00195657	D1009.7		8925640	8925720
WBGene00195658	C34D1.6		13226065	13226288
WBGene00195659	Y69E1A.9		10979797	10979929
WBGene00195660	R07E3.9		10335301	10335438
WBGene00195661	C08G9.4		7657145	7657500
WBGene00195662	T19F4.2		6875906	6876054
WBGene00195663	T24D11.2		16424779	16424926
WBGene00195664	C09B8.11		6040968	6041092
WBGene00195665	C48A7.6		7407689	7407829
WBGene00195666	C34E11.9		11791610	11791745
WBGene00195667	F46C8.9		7525138	7525281
WBGene00195668	R11B5.3		2531356	2531443
WBGene00195669	F47E1.9		9085688	9085829
WBGene00195670	F52B10.4		2899494	2899553
WBGene00195671	R186.9		12961340	12961484
WBGene00195672	Y37E3.26		2068818	2068951
WBGene00195673	K08A8.5		7460628	7460754
WBGene00195674	B0280.19		7108049	7108196
WBGene00195675	F49C5.13		12539595	12539677
WBGene00195676	Y49E10.31		12489327	12489428
WBGene00195677	F31E8.8		6823308	6823528
WBGene00195678	W03G11.7		12081933	12082082
WBGene00195679	Y51H7C.17		1414928	1414978
WBGene00195680	T22B11.6		4670526	4670675
WBGene00195681	C14E2.9		1807419	1807567
WBGene00195682	F57G4.12		17629496	17629697
WBGene00195683	C15C6.6		12202898	12203022
WBGene00195684	F08F3.12		5425209	5425353
WBGene00195685	Y42A5A.8		11089116	11089262
WBGene00195686	Y70D2A.3		14920660	14920783
WBGene00195687	K03A1.8		7298888	7299033
WBGene00195688	ZK180.9		4503978	4504090
WBGene00195689	K10D6.7		11198234	11198365
WBGene00195690	ZK381.35		6996337	6996516
WBGene00195691	C35D10.18		4878458	4878553
WBGene00195692	C14F11.8		6221389	6221538
WBGene00195693	T26H10.3		11426608	11426783
WBGene00195694	C43G2.25		6576976	6577101
WBGene00195695	F54D12.12		1371110	1371159
WBGene00195696	C54G7.6		5543100	5543238
WBGene00195697	F28C1.11		12463103	12463220
WBGene00195698	T22E5.9		6390062	6390203
WBGene00195699	K04G11.7		14358844	14358976
WBGene00195700	F13D12.11		11746923	11747060
WBGene00195701	F09B9.6		10150480	10150580
WBGene00195702	F49C5.14		12541676	12541765
WBGene00195703	F26A10.5		7620056	7620178
WBGene00195704	C13C12.4		12520241	12520324
WBGene00195705	Y37A1B.330		14033557	14034004
WBGene00195706	K07C10.4		11161006	11161155
WBGene00195707	C11G10.3		15145795	15145931
WBGene00195708	F37B12.6		9020817	9021195
WBGene00195709	K04D7.8		10175157	10175378
WBGene00195710	B0416.8		9303474	9303595
WBGene00195711	F56E3.6		3197514	3197633
WBGene00195712	F41D9.7		8397151	8397413
WBGene00195713	F45D3.7		12538580	12538765
WBGene00195714	C10F3.10		5973923	5974062
WBGene00195715	F10F2.10		4643410	4643509
WBGene00195716	R09A1.6		1039277	1039326
WBGene00195717	T04C10.6		14828024	14828147
WBGene00195718	W06B11.5		5857092	5857402
WBGene00195719	C36F7.8		9543729	9543951
WBGene00195720	F09E5.18		5358352	5358575
WBGene00195721	ZC506.5		9970655	9970799
WBGene00195722	C31H2.6		5121890	5122009
WBGene00195723	C35A5.12		10519711	10519892
WBGene00195724	C04C3.10		3423759	3423842
WBGene00195725	F48B9.9		2153588	2153743
WBGene00195726	Y116F11B.20		19801653	19801745
WBGene00195727	ZK377.4		3469570	3469765
WBGene00195728	T28D9.13		6491936	6492164
WBGene00195729	Y7A5A.14		15773313	15773416
WBGene00195730	F54C9.15		8569141	8569289
WBGene00195731	C49F8.6		13377773	13377887
WBGene00195732	F14H12.9		4343957	4344244
WBGene00195733	T28B11.3		10721429	10721578
WBGene00195734	F09C12.11		5126637	5126722
WBGene00195735	ZK185.6		4548201	4548350
WBGene00195736	F35E8.17		15910399	15910463
WBGene00195737	Y82E9BR.27		1418845	1419061
WBGene00195738	T27F2.5		11641588	11641730
WBGene00195739	Y66A7AL.1		11472224	11472372
WBGene00195740	F54E4.6		14639936	14640131
WBGene00195741	W05B2.10		10976681	10976746
WBGene00195742	F54A3.7		2247802	2247884
WBGene00195743	F55D10.6		4721115	4721255
WBGene00195744	C14B9.11		8136488	8136637
WBGene00195745	ZK836.4		12220905	12221028
WBGene00195746	F25B5.8		5964598	5964718
WBGene00195747	F17C8.10		4721880	4722074
WBGene00195748	T28B11.4		10715877	10716160
WBGene00195749	K02F2.7		6828679	6828736
WBGene00195750	F18E2.7		12773997	12774128
WBGene00195751	C12C8.5		9328407	9328490
WBGene00195752	Y106G6A.7		9942956	9943165
WBGene00195753	B0350.69		5964253	5964420
WBGene00195754	W09H1.7		13193696	13193840
WBGene00195755	B0207.13		5968741	5968963
WBGene00195756	H05G16.2		11576798	11576963
WBGene00195757	T06A10.105		16855413	16855562
WBGene00195758	F18E2.8		12756378	12756427
WBGene00195759	T02E9.10		11347657	11347804
WBGene00195760	K01A6.10		11711425	11711483
WBGene00195761	C18B12.9		15040751	15040960
WBGene00195762	ZC64.7		3862515	3862636
WBGene00195763	F40H6.7		6056289	6056383
WBGene00195764	C04C11.6		14030194	14030307
WBGene00195765	T08G2.4		17203563	17203705
WBGene00195766	F10C1.12		5764886	5765035
WBGene00195767	T08A9.15		7323752	7323834
WBGene00195768	T28B4.5		6586564	6586682
WBGene00195769	Y39B6A.70		19126043	19126128
WBGene00195770	H21P03.4		11499136	11499229
WBGene00195771	W05F2.9		3377398	3377547
WBGene00195772	C03H12.2		15693461	15693608
WBGene00195773	Y66D12A.26		11558449	11558574
WBGene00195774	F20D1.12		14995646	14995869
WBGene00195775	T05A6.8		7813329	7813478
WBGene00195776	F37D6.8		10497962	10498106
WBGene00195777	D2023.10		11807355	11807560
WBGene00195778	PAR2.5		8755404	8755486
WBGene00195779	Y71H2AM.27		2754060	2754208
WBGene00195780	T03G11.14		5172931	5173261
WBGene00195781	T01B10.8		8479170	8479313
WBGene00195782	T13H2.6		4619952	4620263
WBGene00195783	D2007.6		8146215	8146321
WBGene00195784	F31E8.9		6829670	6830160
WBGene00195785	C18B12.10		15016210	15016339
WBGene00195786	C34H3.4		6160986	6161172
WBGene00195787	F40E10.7		14688600	14688738
WBGene00195788	F25D1.9		10539042	10539123
WBGene00195789	K08A8.6		7456548	7456697
WBGene00195790	F58H1.10		11954335	11954552
WBGene00195791	F42H10.9		8498953	8499169
WBGene00195792	F58A4.16		9622268	9622410
WBGene00195793	B0496.12		7428610	7428756
WBGene00195794	B0393.11		4763410	4763556
WBGene00195795	R07E4.7		5976673	5976811
WBGene00195796	Y92C3A.4		1166470	1166685
WBGene00195797	T14F9.6		2213458	2213580
WBGene00195798	C33A11.5		15360461	15360551
WBGene00195799	K07E12.3		6744662	6744790
WBGene00195800	T19D12.11		6636854	6636907
WBGene00195801	F35B12.11		11610134	11610282
WBGene00195802	H14N18.5		8928211	8928408
WBGene00195803	F46E10.13		6514965	6515111
WBGene00195804	F11E6.19		17473288	17473422
WBGene00195805	F35G2.8		12201131	12201275
WBGene00195806	EGAP3.1		7872683	7872796
WBGene00195807	F56H11.8		9526181	9526323
WBGene00195808	F55C12.8		5880154	5880502
WBGene00195809	ZC455.14		12780331	12780479
WBGene00195810	Y97E10AM.2		7995250	7995317
WBGene00195811	H09I01.4		8253090	8253177
WBGene00195812	C25B8.9		6612744	6612815
WBGene00195813	F31C3.13		15070431	15070580
WBGene00195814	F59D12.8		15661260	15661404
WBGene00195815	H08J11.3		9092001	9092134
WBGene00195816	C34B4.9		13069011	13069169
WBGene00195817	K10C3.7		9857383	9857532
WBGene00195818	F48C5.5		11448295	11448435
WBGene00195819	C13G3.4		11036177	11036372
WBGene00195820	T22E5.10		6410539	6410672
WBGene00195821	T03G6.4		2614541	2614668
WBGene00195822	F28F9.7		3838036	3838157
WBGene00195823	F53A9.11		8724097	8724233
WBGene00195824	F27D9.9		7681035	7681120
WBGene00195825	F27E11.6		3455131	3455293
WBGene00195826	B0496.13		7445369	7445504
WBGene00195827	Y34B4A.12		5268230	5268340
WBGene00195828	Y105C5B.1414		16005604	16005828
WBGene00195829	T26H2.13		19219488	19219542
WBGene00195830	H03A11.5		15213439	15213643
WBGene00195831	K03B8.15		11404670	11404811
WBGene00195832	T28B11.5		10726253	10726469
WBGene00195833	T22C1.13	mir-8209	7954977	7955033
WBGene00195834	H13N06.8		15487433	15487568
WBGene00195835	C34B2.12		10674481	10674622
WBGene00195836	F13E6.8		10705017	10705148
WBGene00195837	F49E10.9		5890110	5890383
WBGene00195838	F52B10.5		2929812	2929959
WBGene00195839	T23F1.8		15465211	15465300
WBGene00195840	F35B12.12		11629638	11629784
WBGene00195841	C18A3.14		5701658	5701726
WBGene00195842	F56E3.7		3202439	3202594
WBGene00195843	F57G12.3		12175795	12176014
WBGene00195844	T04F3.6		11755996	11756124
WBGene00195845	F15A2.8		13506108	13506388
WBGene00195846	F02H6.72		14225095	14225184
WBGene00195847	Y52E8A.7		4312345	4312450
WBGene00195848	F54H5.7		6613599	6613780
WBGene00195849	ZC250.6		5803964	5804107
WBGene00195850	F57C7.7		10594115	10594245
WBGene00195851	F09C8.3		16155407	16155514
WBGene00195852	T13H10.5		9962973	9963030
WBGene00195853	Y73B6BL.272		6384959	6385163
WBGene00195854	F32D8.16		10904185	10904329
WBGene00195855	W06A7.6		14830890	14831111
WBGene00195856	C55A6.15		11525414	11525719
WBGene00195857	C16E9.9		6951127	6951272
WBGene00195858	F48C11.6		13166126	13166179
WBGene00195859	W09D12.5		14933850	14934145
WBGene00195860	ZK897.8		12782066	12782191
WBGene00195861	C48B6.11		6888744	6888884
WBGene00195862	T01B7.10		8727050	8727263
WBGene00195863	F35H10.14		8312000	8312145
WBGene00195864	F41A4.3		683055	683144
WBGene00195865	2RSSE.4		15265686	15265757
WBGene00195866	F14F3.7		10508961	10509231
WBGene00195867	W06G6.18		16648757	16648846
WBGene00195868	F26A10.6		7649193	7649417
WBGene00195869	D2023.11		11804536	11804586
WBGene00195870	F22E10.7		12758056	12758172
WBGene00195871	K04B12.5		14428755	14428833
WBGene00195872	cTel17.1		20920629	20920682
WBGene00195873	H11E01.4		1619293	1619341
WBGene00195874	R04F11.8		12334521	12334658
WBGene00195875	F11C7.8		17413692	17413815
WBGene00195876	H03E18.3		8505807	8505951
WBGene00195877	R07E4.8		5973534	5973668
WBGene00195878	F46F3.6		11675086	11675304
WBGene00195879	F49E10.10		5867034	5867218
WBGene00195880	F23H12.12		12358068	12358214
WBGene00195881	T28B11.6		10722912	10723038
WBGene00195882	F59B10.7		10502652	10503191
WBGene00195883	K02B12.10		8503351	8503449
WBGene00195884	C17E4.14		9439549	9439698
WBGene00195885	F38B7.12		11528266	11528414
WBGene00195886	F08C6.8		7585378	7585509
WBGene00195887	Y47D3A.33		11274376	11274432
WBGene00195888	K07A12.9		8680578	8680678
WBGene00195889	T01B6.5		2330725	2330860
WBGene00195890	F13D11.7		5812213	5812425
WBGene00195891	C09H10.11		11097548	11097693
WBGene00195892	F35D2.7		7570172	7570377
WBGene00195893	F43D2.8		14617689	14617808
WBGene00195894	ZK262.16		18425506	18425558
WBGene00195895	T14G11.4		2679561	2679692
WBGene00195896	F31E3.8		6981555	6981688
WBGene00195897	Y41G9A.13		2953538	2953731
WBGene00195898	W01H2.4		4242538	4242608
WBGene00195899	F11D5.11		3308429	3308626
WBGene00195900	K04D7.9		10174395	10174610
WBGene00195901	H06I04.10		3067569	3067793
WBGene00195902	T21B4.18		12494888	12494993
WBGene00195903	K02E2.14		20369940	20370029
WBGene00195904	T24F1.8		11308343	11308492
WBGene00195905	ZK381.36		6983933	6984071
WBGene00195906	C13G5.3		8619137	8619228
WBGene00195907	T14F9.7		2219012	2219151
WBGene00195908	Y46E12BL.5		15253969	15254045
WBGene00195909	Y106G6A.8		9940977	9941032
WBGene00195910	F29F11.8		10681181	10681539
WBGene00195911	C01B10.45		6645868	6646001
WBGene00195912	H22K11.6		6782675	6782811
WBGene00195913	F54F12.4		13047574	13047647
WBGene00195914	F14H12.10		4336541	4336683
WBGene00195915	C07H6.11		7527288	7527425
WBGene00195916	Y71A12B.26		14005368	14005499
WBGene00195917	K09B11.19		13443384	13443501
WBGene00195918	C35A11.5		5388189	5388338
WBGene00195919	T24B8.9		9088918	9089040
WBGene00195920	C54D10.16		12420849	12420917
WBGene00195921	F12F6.13		11566261	11566417
WBGene00195922	C24H11.10		11785745	11785824
WBGene00195923	Y54E10A.19		3256689	3256764
WBGene00195924	Y47H9A.3		11628598	11628666
WBGene00195925	W01C8.9		5699945	5700072
WBGene00195926	T09B4.13		6174995	6175138
WBGene00195927	F54D1.17		11286257	11286403
WBGene00195928	F46G11.9		5791500	5791635
WBGene00195929	Y51H7BR.9		1520030	1520127
WBGene00195930	F42A10.11		6158943	6159059
WBGene00195931	Y57A10A.38		12222748	12222922
WBGene00195932	F33D4.11		7700539	7700761
WBGene00195933	C43D7.13		19339805	19339886
WBGene00195934	T09D3.10		5359229	5359358
WBGene00195935	F42G8.16		8136304	8136444
WBGene00195936	C02D5.5		8570592	8570731
WBGene00195937	C33G3.8		14083594	14083662
WBGene00195938	R09A8.6		12629426	12629569
WBGene00195939	K11G12.8		6705970	6706181
WBGene00195940	ZK470.7		4162114	4162246
WBGene00195941	F55B12.13		13811607	13811823
WBGene00195942	C15C8.9		12737728	12737916
WBGene00195943	W08F4.14		578661	578714
WBGene00195944	F22A3.10		6516419	6516718
WBGene00195945	R03D7.10		10957959	10958048
WBGene00195946	BE0003N10.4		1052384	1052588
WBGene00195947	C02F4.9		10502284	10502394
WBGene00195948	Y7A9D.62		16389199	16389288
WBGene00195949	Y53F4B.52		15109725	15109772
WBGene00195950	F08C6.9		7587727	7587875
WBGene00195951	C23F12.7		9409154	9409317
WBGene00195952	K04H4.9		9345020	9345170
WBGene00195953	C42D8.10		5084511	5084636
WBGene00195954	F44A6.8		10194612	10194710
WBGene00195955	Y71A12C.4		14042919	14042987
WBGene00195956	C54E4.6		2174192	2174269
WBGene00195957	C14F11.9		6215343	6215503
WBGene00195958	ZK867.7		7209463	7209588
WBGene00195959	H03A11.6		15224216	15224340
WBGene00195960	ZK381.37		6983724	6983935
WBGene00195961	T28B4.6		6579817	6580022
WBGene00195962	ZK973.13		4343931	4344080
WBGene00195963	Y44A6B.5		20647601	20647659
WBGene00195964	F56A11.8		558938	559055
WBGene00195965	F26A10.7		7613270	7613419
WBGene00195966	C16E9.10		6960324	6960450
WBGene00195967	K08C7.9		10657153	10657297
WBGene00195968	R11G1.8		3657981	3658199
WBGene00195969	ZK563.8		3371410	3371558
WBGene00195970	F52B10.6		2907288	2907432
WBGene00195971	F55C5.12		12295614	12295739
WBGene00195972	C38C6.9		14635325	14635417
WBGene00195973	B0495.12		7720897	7721026
WBGene00195974	C33B4.7		11393819	11394059
WBGene00195975	K09A9.9		15590594	15590727
WBGene00195976	W07G1.11		13962728	13962780
WBGene00195977	C56E6.12		6527604	6527750
WBGene00195978	VB0395L.2		16012687	16013060
WBGene00195979	F31F7.4		6270075	6270219
WBGene00195980	Y53F4B.53		14955292	14955368
WBGene00195981	W01C8.10		5703404	5703528
WBGene00195982	ZK836.5		12210542	12210682
WBGene00195983	K08B12.6		6246699	6246912
WBGene00195984	C07H4.3		9089467	9089802
WBGene00195985	Y6B3B.12		13701496	13701546
WBGene00195986	F39C12.5		4862346	4862484
WBGene00195987	C04C11.7		14046351	14046575
WBGene00195988	Y54G2A.59		2981251	2981302
WBGene00195989	K02A11.5		9751343	9751469
WBGene00195990	Y69A2AR.38		2664878	2665098
WBGene00195991	F02E11.8		3280449	3280502
WBGene00195992	F09F9.7		4129899	4130088
WBGene00195993	C24G6.10		5505124	5505261
WBGene00195994	F39B3.4		17571920	17572059
WBGene00195995	C42D8.11		5097458	5097678
WBGene00195996	Y54G9A.11		13714202	13714262
WBGene00195997	F42H10.10		8473466	8473554
WBGene00195998	Y53H1C.5		11392402	11392546
WBGene00195999	Y105E8A.37		14383299	14383386
WBGene00196000	Y50D7A.14		297116	297208
WBGene00196001	F52B10.7		2926311	2926451
WBGene00196002	K03C7.5		3837729	3837877
WBGene00196003	F22D3.7		6926753	6926893
WBGene00196004	F13D11.8		5821931	5822034
WBGene00196005	ZK867.8		7217805	7218076
WBGene00196006	C01F4.4		4859244	4859320
WBGene00196007	B0334.16		11508750	11508815
WBGene00196008	C25D7.17		15065350	15065533
WBGene00196009	F19C6.9		9999628	9999738
WBGene00196010	C04H4.2		7974502	7974641
WBGene00196011	T06A4.4		774439	774584
WBGene00196012	F32A6.7		5321276	5321402
WBGene00196013	R08E3.5		4812826	4813104
WBGene00196014	F47B7.10		3773100	3773231
WBGene00196015	Y67D8A.6		3233162	3233303
WBGene00196016	W03A3.4		5790254	5790314
WBGene00196017	C17D12.10		11584111	11584200
WBGene00196018	F28F8.11		15547866	15547960
WBGene00196019	F12D9.6		8654514	8654656
WBGene00196020	F35G2.9		12218409	12218543
WBGene00196021	F09G2.10		7175054	7175254
WBGene00196022	B0495.13		7716009	7716154
WBGene00196023	T03G11.15		5189077	5189216
WBGene00196024	C32C4.9		10632945	10633090
WBGene00196025	C52E4.13		11986638	11986760
WBGene00196026	Y39A1B.5		10777396	10777442
WBGene00196027	C30B5.10		6205270	6205505
WBGene00196028	C32D5.15		6328709	6328794
WBGene00196029	T06F4.6		4077654	4077801
WBGene00196030	Y39B6A.71		18975952	18976013
WBGene00196031	Y79H2A.13		12015478	12015552
WBGene00196032	T18D3.10		12467581	12467742
WBGene00196033	Y17D7C.7		18718257	18718377
WBGene00196034	T04C12.16		11080405	11080624
WBGene00196035	T27A1.8		522998	523058
WBGene00196036	F49H12.8		2087929	2087989
WBGene00196037	Y17D7B.11		18788215	18788264
WBGene00196038	Y51H7C.18		1411817	1411865
WBGene00196039	C04E7.7		353236	353341
WBGene00196040	Y75B8A.45		12209330	12209390
WBGene00196041	R02D5.11		14484955	14485179
WBGene00196042	K11C4.7		6889026	6889170
WBGene00196043	ZK973.14		4355632	4355781
WBGene00196044	ZK381.38		6989959	6990174
WBGene00196045	F58F12.7		6394284	6394414
WBGene00196046	F33G12.8		5050068	5050265
WBGene00196047	C02C6.4		15542290	15542413
WBGene00196048	T11F1.10		2962383	2962452
WBGene00196049	ZK381.39		6985782	6986209
WBGene00196050	C41G11.6		5734063	5734181
WBGene00196051	Y22F5A.8		10276787	10276864
WBGene00196052	T27E4.14		9076660	9076784
WBGene00196053	F11H8.5		7020839	7020987
WBGene00196054	F53B3.8		2858527	2858672
WBGene00196055	T07D1.8		2447552	2447684
WBGene00196056	T19C4.16		11176926	11177134
WBGene00196057	ZK84.9		6020330	6020518
WBGene00196058	Y55F3BR.13		878075	878127
WBGene00196059	D2023.12		11799391	11799530
WBGene00196060	VB0365.1		13113089	13113305
WBGene00196061	F07B10.8		11258534	11258753
WBGene00196062	C49A1.11		14224179	14224257
WBGene00196063	F25G6.12		8545971	8546169
WBGene00196064	ZC477.15		7099484	7099618
WBGene00196065	C34F6.14		11197747	11197866
WBGene00196066	T19C4.17		11175524	11175717
WBGene00196067	Y39G8C.5		14098591	14098644
WBGene00196068	F40F9.13		9734374	9734567
WBGene00196069	Y39A3CL.8		1795738	1796028
WBGene00196070	C16A3.14		6396637	6396688
WBGene00196071	F56F3.8		4462226	4462369
WBGene00196072	Y39A3B.6		2008289	2008438
WBGene00196073	F54D12.13		1375295	1375367
WBGene00196074	K12H6.13		2810004	2810054
WBGene00196075	Y105E8A.38		14534588	14534682
WBGene00196076	Y71F9AR.5		2974917	2974970
WBGene00196077	C06A1.10		10570375	10570435
WBGene00196078	T02E9.11		11338931	11339072
WBGene00196079	C29E6.9		11901243	11901373
WBGene00196080	Y54G9A.12		13734716	13734905
WBGene00196081	K06C4.18		8920198	8920347
WBGene00196082	F54C4.5		83581	83633
WBGene00196083	C53B7.9		6848046	6848249
WBGene00196084	B0454.14		3036916	3037012
WBGene00196085	R173.6		7031888	7032034
WBGene00196086	F16H9.4		12721602	12721842
WBGene00196087	F08G5.10		12429725	12429812
WBGene00196088	F58H1.11		11956139	11956280
WBGene00196089	C15F1.13		6972687	6972790
WBGene00196090	F02G3.2		693176	693393
WBGene00196091	C50F4.18		9550466	9550598
WBGene00196092	ZK632.15		9805112	9805261
WBGene00196093	K03H9.6		6416848	6417068
WBGene00196094	H19M22.5		2650171	2650318
WBGene00196095	F22B3.12		11431352	11431501
WBGene00196096	ZK616.62		5394940	5395158
WBGene00196097	Y105E8B.12		14679208	14679345
WBGene00196098	Y55F3AR.4		1094087	1094209
WBGene00196099	T09B4.14		6172671	6172796
WBGene00196100	K10C3.8		9852612	9852799
WBGene00196101	T20F10.9		10305808	10305959
WBGene00196102	C29H12.7		6132911	6133040
WBGene00196103	Y51A2D.24		18588078	18588224
WBGene00196104	C48D1.11		13217885	13217965
WBGene00196105	C18D1.11		10085013	10085132
WBGene00196106	ZC504.7		10432082	10432230
WBGene00196107	F41C6.8		6891812	6891943
WBGene00196108	H02I12.10		11391563	11391655
WBGene00196109	K02H8.2		16986922	16987145
WBGene00196110	T01C2.3		5626446	5626670
WBGene00196111	C33B4.8		11393848	11394152
WBGene00196112	K10D6.8		11210561	11210791
WBGene00196113	F13H6.6		6354526	6354663
WBGene00196114	Y51H7C.19		1423279	1423521
WBGene00196115	F45B8.8		14961700	14961846
WBGene00196116	T10E9.11		6535367	6535436
WBGene00196117	F49E10.11		5888377	5888465
WBGene00196118	Y32F6B.5		10479386	10479515
WBGene00196119	F44E5.6		11753693	11753918
WBGene00196120	T06H11.7		10128229	10128631
WBGene00196121	C40H5.10		11740281	11740413
WBGene00196122	C24B5.7		9168208	9168332
WBGene00196123	F55C5.13		12297356	12297489
WBGene00196124	F57B10.16		6577275	6577476
WBGene00196125	R01E6.9		13566576	13566632
WBGene00196126	T07H8.10		6956812	6956975
WBGene00196127	K02E11.14		14223584	14223709
WBGene00196128	Y51A2D.25		18525064	18525207
WBGene00196129	F11A6.6		11670498	11670549
WBGene00196130	C54D1.8		7132068	7132131
WBGene00196131	C56G2.16		6335236	6335385
WBGene00196132	C34H3.5		6167498	6167668
WBGene00196133	C43D7.14		19340836	19340887
WBGene00196134	C53B4.12		8994746	8994872
WBGene00196135	Y50D7A.15		223833	223882
WBGene00196136	C16C8.23		3434728	3434779
WBGene00196137	T18H9.8		9217527	9217651
WBGene00196138	C05B10.14		6841147	6841262
WBGene00196139	T01C1.6		10728641	10728752
WBGene00196140	T07F12.6		4899803	4899948
WBGene00196141	R10E12.4		9982302	9982553
WBGene00196142	B0403.7		7047695	7047754
WBGene00196143	K07A1.18		9598114	9598245
WBGene00196144	Y40H4A.3		14573237	14573358
WBGene00196145	T14F9.8		2231797	2231928
WBGene00196146	F10G8.10		10033045	10033190
WBGene00196147	W02A2.10		13331408	13331541
WBGene00196148	B0457.8		8894052	8894174
WBGene00196149	T28C12.7		6344979	6345167
WBGene00196150	C30A5.11		8216458	8216570
WBGene00196151	Y48G9A.17		2139811	2139869
WBGene00196152	F54E4.7		14646166	14646292
WBGene00196153	T14G12.8		3743235	3743324
